,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition,Z1_ActualVelocity,clamp_pressure,Y1_CurrentFeedback,X1_OutputPower,Y1_DCBusVoltage,M1_CURRENT_FEEDRATE,Y1_DiffAcceleration
3006,28.5,325.0,0.0629,327.0,-414.0,0.05,3.0,4.69,4.93e-05,0.11,6.0,56.3
19313,28.7,326.0,0.104,327.0,873.0,0.0,3.0,-6.56,0.000604,0.105,6.0,-2.21
2930,27.5,325.0,0.111,326.0,526.0,0.025,3.0,0.919,0.00145,0.0286,6.0,0.0
19822,27.7,326.0,0.0893,327.0,-1110.0,0.0,3.0,-3.77,0.0011,0.034,6.0,25.0
24520,40.5,325.0,0.0452,326.0,-452.0,50.0,2.5,0.614,-2.07e-05,0.0218,50.0,0.0
11693,28.5,325.0,0.106,327.0,-656.0,0.0,4.0,4.13,0.000676,0.0586,3.0,62.5
4073,29.5,325.0,0.0766,327.0,1410.0,0.0,3.0,-6.11,0.000819,0.116,6.0,41.95
24313,28.7,326.0,0.0802,327.0,109.0,-0.025,2.5,-7.9,0.000265,0.136,3.0,7.67
3583,119.0,328.0,0.0207,329.0,339.0,0.0,3.0,-0.578,-1.21e-06,0.0262,6.0,18.8
22614,28.5,326.0,0.0572,327.0,1960.0,-0.025,2.5,-0.42,0.000359,0.0218,3.0,0.0
17147,29.7,325.0,0.0655,327.0,529.0,-0.025,3.0,-2.88,0.000413,0.0585,3.0,-62.5
21311,29.5,326.0,0.0945,327.0,-721.0,0.0,2.5,3.75,0.000589,0.0821,3.0,-43.8
22120,27.5,326.0,0.0467,327.0,1970.0,0.0,2.5,5.49,-1.93e-05,0.097,3.0,-6.25
11092,28.5,325.0,0.0727,326.0,-341.0,-0.025,4.0,-5.99,0.000216,0.109,3.0,-42.599999999999994
20608,119.0,328.0,0.0194,330.0,-927.0,-0.025,3.0,0.0531,0.0,0.0139,50.0,12.5
8263,28.7,322.0,0.107,324.0,-614.0,0.0,4.0,-5.74,0.00101,0.0856,15.0,-126.8
24696,119.0,329.0,0.0217,330.0,455.0,0.0,2.5,-0.734,-2.07e-06,0.0205,20.0,-12.5
21242,27.5,326.0,0.065,327.0,-1190.0,-0.025,2.5,3.06,0.000131,0.0462,3.0,43.01
2555,27.5,325.0,0.115,326.0,1910.0,0.0,4.0,-6.68,0.0045,0.138,50.0,101.55
9945,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
5821,29.7,323.0,0.0963,324.0,37.3,0.0,4.0,3.65,0.0012,0.0699,6.0,12.5
15275,55.7,328.0,0.0441,330.0,42.0,0.0,4.0,1.15,-2.7e-05,0.0289,50.0,-6.25
6005,119.0,326.0,0.0156,327.0,-978.0,0.0,4.0,1.01,3.19e-08,0.0213,50.0,0.0
9361,29.7,323.0,0.0328,325.0,557.0,0.0,4.0,7.25,-8e-06,0.154,12.0,-150.0
16041,27.7,326.0,0.0752,327.0,-431.0,0.0,4.0,-2.21,0.000485,0.0469,3.0,-31.3
9940,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
24277,55.7,328.0,0.0681,329.0,-1770.0,0.0,2.5,2.61,4.12e-05,0.0293,50.0,0.0
2205,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.366,0.0,2.68e-19,50.0,0.0
3854,27.5,325.0,0.086,327.0,606.0,0.0,3.0,0.503,0.00108,0.0206,6.0,0.0
2008,119.0,328.0,0.0299,329.0,220.0,0.0,4.0,0.381,0.0,0.0143,6.0,0.0
21902,53.5,326.0,0.0447,327.0,1010.0,-0.025,2.5,-0.232,-6.54e-06,0.0256,50.0,-478.3
7924,29.7,322.0,0.116,323.0,-1730.0,0.0,4.0,-1.36,0.00372,0.0168,15.0,6.25
19225,27.7,325.0,0.0414,327.0,-2110.0,-0.025,3.0,5.32,-2.5e-05,0.0987,6.0,-6.25
923,27.5,324.0,0.119,326.0,105.0,0.025,4.0,2.67,0.00155,0.0491,6.0,-31.3
178,29.5,324.0,0.102,325.0,419.0,0.0,4.0,1.05,0.00128,0.0236,6.0,0.0
24713,55.7,329.0,0.0549,330.0,-1720.0,0.025,2.5,0.919,1.55e-05,0.0264,50.0,-18.8
17694,28.7,326.0,0.101,327.0,-15.6,0.0,3.0,4.14,6.27e-05,0.0634,3.0,44.010999999999996
18262,55.7,329.0,0.0439,330.0,2150.0,-0.025,3.0,0.756,-3.23e-05,0.0272,50.0,6.25
5860,27.7,324.0,0.0407,325.0,-1180.0,-0.025,4.0,5.6,-2.34e-05,0.0874,6.0,37.5
24947,28.7,326.0,0.06,327.0,-1710.0,0.05,2.5,-2.31,3.6e-05,0.0646,3.0,-43.8
22591,29.7,326.0,0.0225,327.0,1200.0,-2.88,2.5,-0.0999,8.92e-07,0.0141,3.0,-6.25
1354,28.5,324.0,0.0479,326.0,1260.0,-0.025,4.0,-4.05,4.7e-05,0.0852,20.0,-12.5
15169,28.7,325.0,0.0499,327.0,-1480.0,0.025,4.0,5.95,-7.07e-06,0.0881,3.0,43.8
5870,29.7,324.0,0.0293,325.0,-838.0,0.0,4.0,-0.391,2.07e-06,0.0176,6.0,-507.5
14601,27.7,326.0,0.0935,327.0,-1930.0,0.05,4.0,1.6,0.000613,0.0291,3.0,0.0
7748,119.0,327.0,0.0171,328.0,-2050.0,0.025,4.0,-2.49,2.44e-07,0.018,50.0,-6.25
6059,55.7,327.0,0.0411,328.0,231.0,0.0,4.0,1.46,-1.84e-05,0.0289,50.0,6.25
753,27.5,325.0,0.0947,326.0,-803.0,0.0,4.0,-0.633,0.00117,0.0184,6.0,0.0
7069,29.7,323.0,0.0989,324.0,-877.0,0.0,4.0,-8.29,0.00318,0.151,20.0,-46.10000000000001
20461,119.0,329.0,0.0252,330.0,-273.0,0.0,3.0,-0.42,1.71e-06,0.0243,50.0,-6.25
19974,28.7,326.0,0.0428,327.0,383.0,0.0,3.0,-15.5,0.0,0.249,6.0,800.0
22068,28.5,325.0,0.0522,327.0,20.2,0.0,2.5,-4.86,0.000312,0.0846,3.0,-62.5
9466,27.7,323.0,0.121,324.0,-1560.0,0.0,4.0,-0.341,0.00296,0.019,12.0,0.0
18550,38.9,325.0,0.0497,326.0,-1550.0,49.9,3.0,0.685,0.0,0.029,50.0,-12.5
952,27.5,324.0,0.0994,325.0,259.0,-0.025,4.0,-5.49,0.00116,0.102,6.0,9.07
18660,55.7,328.0,0.048,329.0,2100.0,0.025,3.0,0.542,-6.82e-06,0.0317,50.0,-12.5
3843,119.0,328.0,0.0195,329.0,339.0,0.0,3.0,0.696,-7.77e-07,0.014,6.0,-6.25
19963,28.7,325.0,0.0664,326.0,703.0,0.0,3.0,4.22,1.84e-06,0.0811,6.0,-25.0
5935,119.0,327.0,0.0213,328.0,-978.0,0.025,4.0,0.538,1.24e-06,0.0212,50.0,12.5
4089,27.5,325.0,0.0577,327.0,125.0,-0.025,3.0,7.35,1.77e-05,0.132,6.0,-25.0
4640,84.6,326.0,0.0129,327.0,339.0,50.1,2.5,1.1,-4.51e-07,0.0151,50.0,0.0
12366,28.5,326.0,0.0908,327.0,1460.0,0.0,3.0,3.2,0.000553,0.0547,3.0,-31.3
3662,119.0,328.0,0.0196,330.0,339.0,0.0,3.0,1.17,0.0,0.032,6.0,31.3
2206,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.366,0.0,2.68e-19,50.0,0.0
11462,29.5,325.0,0.0799,327.0,-1520.0,0.0,4.0,-3.85,0.000495,0.0796,3.0,-25.0
23526,28.7,325.0,0.0648,327.0,-1860.0,-0.025,2.5,-5.52,9.84e-06,0.0958,3.0,43.8
20026,119.0,329.0,0.0216,330.0,2150.0,-0.025,3.0,1.65,-5.6e-07,0.0233,50.0,-6.25
24934,27.7,325.0,0.0661,327.0,269.0,0.025,2.5,4.54,6.16e-05,0.0954,3.0,-25.0
13546,29.5,325.0,0.0605,327.0,1210.0,0.025,3.0,5.04,0.000319,0.103,3.0,34.6
14096,27.5,325.0,0.0814,327.0,1060.0,0.0,3.0,-6.15,0.000169,0.101,3.0,0.633
1487,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.573,0.0,2.68e-19,50.0,0.0
18419,55.7,328.0,0.0464,330.0,2150.0,-0.025,3.0,1.76,-2.81e-05,0.0316,50.0,-6.25
9908,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
16066,28.7,325.0,0.0884,327.0,-745.0,0.0,4.0,4.83,0.000544,0.0645,3.0,68.7
6765,29.7,323.0,0.167,324.0,-1010.0,0.0,4.0,6.91,0.00439,0.116,20.0,88.0
9377,55.7,326.0,0.051,327.0,-978.0,0.0,4.0,0.848,7.73e-06,0.0251,50.0,0.0
23208,27.7,326.0,0.0767,327.0,-547.0,-0.025,2.5,-6.54,0.000355,0.108,3.0,7.99
14629,30.6,326.0,0.0215,327.0,844.0,-2.78,4.0,0.06,-1.63e-06,0.0176,3.0,12.5
19519,55.7,328.0,0.0433,330.0,-927.0,-0.025,3.0,0.00232,-1.76e-05,0.0264,50.0,0.0
7842,87.0,325.0,0.122,327.0,-2050.0,-33.6,4.0,-9.57,0.00458,0.171,50.0,56.2999046
12329,29.5,325.0,0.101,327.0,234.0,0.0,3.0,1.03,0.000566,0.0329,3.0,-54.41
23135,29.7,325.0,0.0674,327.0,-1020.0,0.025,2.5,-2.64,4.05e-05,0.0667,3.0,12.5
2062,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,0.25,0.0,2.69e-19,20.0,0.0
22565,27.5,326.0,0.0911,327.0,-433.0,0.0,2.5,-6.69,0.000204,0.112,3.0,-7.46
2574,119.0,328.0,0.0221,329.0,220.0,0.0,4.0,-0.42,-1.41e-06,0.0163,6.0,-6.25
8208,29.7,323.0,0.112,323.0,-1400.0,0.0,4.0,-1.77,0.00329,0.0242,15.0,6.25
22415,27.5,326.0,0.0844,327.0,106.0,0.025,2.5,-1.77,0.000563,0.0425,3.0,-25.0
18755,28.7,326.0,0.0847,327.0,-1700.0,-0.025,3.0,-2.09,0.00051,0.0409,3.0,-37.5
23152,28.7,326.0,0.0684,327.0,915.0,0.025,2.5,5.96,6.41e-05,0.116,3.0,13.052
12299,29.5,326.0,0.102,327.0,1540.0,-0.025,3.0,0.503,0.000655,0.0233,3.0,-6.25
14090,27.5,326.0,0.048,327.0,1030.0,-0.025,3.0,-4.17,-2.07e-05,0.1,3.0,-12.5
6320,27.7,324.0,0.0852,325.0,-549.0,0.0,4.0,3.37,0.00104,0.0401,6.0,59.04
24306,28.7,326.0,0.04,327.0,71.6,0.025,2.5,-4.89,0.0,0.0752,3.0,-149.668
11017,29.5,325.0,0.0529,327.0,810.0,0.0,4.0,-6.28,0.0,0.113,3.0,37.5
11438,27.5,326.0,0.102,327.0,1080.0,0.0,4.0,0.493,0.000631,0.0432,3.0,-60.61
6763,29.7,322.0,0.0324,324.0,-1020.0,-0.025,4.0,10.8,-8.29e-06,0.21,20.0,-500.0
17341,27.7,326.0,0.0645,327.0,475.0,0.0,3.0,-8.0,4.92e-05,0.143,3.0,12.5
19527,55.7,328.0,0.0388,329.0,-927.0,-0.025,3.0,0.919,-3.44e-05,0.0312,50.0,25.0
8728,27.7,323.0,0.0972,324.0,-1460.0,0.0,4.0,0.768,0.00249,0.02,12.0,-43.8
12121,55.5,329.0,0.0416,330.0,-2060.0,-0.025,3.0,2.63,-3.82e-05,0.0267,50.0,0.0
15189,55.7,329.0,0.0443,330.0,42.0,0.0,4.0,0.847,-4.07e-05,0.0342,50.0,-6.25
568,28.5,325.0,0.094,326.0,-1790.0,0.0,4.0,2.27,0.0012,0.054,6.0,-56.3
8660,29.7,323.0,0.0764,324.0,525.0,0.0,4.0,10.1,0.00145,0.158,12.0,20.45
5444,31.6,324.0,0.0295,325.0,859.0,-5.8,4.0,3.09,-3.68e-06,0.0267,6.0,18.8
16201,28.7,326.0,0.107,327.0,1840.0,0.0,4.0,-0.234,0.000706,0.0191,3.0,0.0
17258,28.7,325.0,0.061,327.0,117.0,0.0,3.0,4.53,2.84e-05,0.113,3.0,-6.25
7041,35.7,324.0,0.0177,326.0,-594.0,-20.1,4.0,-1.22,-7.17e-07,0.0197,20.0,0.0
15245,29.7,325.0,0.0839,326.0,-66.5,0.0,4.0,2.32,0.000549,0.0619,3.0,-62.5
10112,28.5,326.0,0.0433,327.0,-1940.0,0.0,4.0,5.37,-6.47e-06,0.0898,3.0,-12.5
14853,55.7,328.0,0.0498,329.0,42.0,0.0,4.0,2.23,-3.64e-05,0.0272,50.0,25.0
24599,29.7,326.0,0.0385,327.0,1670.0,0.0,2.5,5.13,-3.34e-05,0.106,3.0,18.8
8568,55.7,326.0,0.0554,327.0,-978.0,0.0,4.0,1.06,2.53e-05,0.021,50.0,0.0
19355,37.8,326.0,0.0191,327.0,-364.0,-5.97,3.0,-0.579,-1.22e-06,0.0236,6.0,0.0
2624,119.0,332.0,2.79e-19,328.0,-1160.0,0.025,4.0,1.3,-6.85e-07,2.68e-19,50.0,0.0
24545,29.7,326.0,0.0921,327.0,-537.0,-0.025,2.5,6.16,0.000192,0.0884,3.0,20.09
16293,27.7,326.0,0.104,327.0,-324.0,-0.025,4.0,-0.818,0.000702,0.0408,3.0,-18.8
21763,29.5,326.0,0.0968,327.0,-278.0,0.0,2.5,1.64,0.000623,0.028,3.0,-6.25
21182,27.5,326.0,0.0581,327.0,-1290.0,0.0,2.5,-6.71,-8.88e-06,0.115,3.0,-12.5
1275,119.0,332.0,2.79e-19,328.0,-1160.0,-0.025,4.0,-0.723,4.27e-07,2.68e-19,50.0,0.0
5481,28.7,323.0,0.103,324.0,-1830.0,0.025,4.0,0.0581,0.00126,0.0403,6.0,25.0
10716,29.5,325.0,0.0814,326.0,-263.0,0.0,4.0,-5.37,0.000411,0.0943,3.0,-21.630000000000003
15291,29.7,324.0,0.0925,326.0,-398.0,0.0,4.0,1.64,0.000526,0.0224,3.0,0.0
3555,28.5,325.0,0.0983,326.0,-1330.0,0.025,3.0,0.459,0.00126,0.0193,6.0,0.0
13781,27.5,326.0,0.105,327.0,1240.0,0.0,3.0,-4.4,0.000701,0.0864,3.0,12.5
24861,28.7,325.0,0.0808,327.0,1860.0,0.025,2.5,2.1,0.000454,0.0601,3.0,-62.5
17740,119.0,328.0,0.0217,330.0,42.0,-0.025,3.0,-2.97,0.0,0.0272,50.0,0.0
1644,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,1.21,1.34e-06,2.69e-19,50.0,0.0
9563,55.7,326.0,0.054,327.0,-979.0,0.0,4.0,1.15,2.44e-05,0.0227,50.0,0.0
2265,29.5,323.0,0.11,323.0,224.0,0.0,4.0,1.02,0.00451,0.0236,50.0,6.25
4088,27.5,325.0,0.0537,327.0,120.0,0.0,3.0,7.48,-1.53e-05,0.128,6.0,-12.5
13239,27.5,326.0,0.0916,327.0,-184.0,0.025,3.0,4.0,0.000575,0.0903,3.0,-75.0
9037,119.0,326.0,0.0195,327.0,383.0,0.0,4.0,0.051,6.62e-07,0.0181,50.0,12.5
23322,28.7,326.0,0.0766,327.0,1550.0,0.0,2.5,-8.48,2.35e-05,0.146,3.0,0.0
8952,27.7,323.0,0.115,324.0,-1120.0,0.0,4.0,-0.235,0.00296,0.0224,12.0,-6.25
13856,28.5,325.0,0.0732,327.0,395.0,0.0,3.0,4.58,0.000458,0.0874,3.0,-18.8
3148,119.0,328.0,0.0244,329.0,339.0,0.0,3.0,0.854,-3.41e-07,0.0199,6.0,0.0
17163,28.7,325.0,0.0696,327.0,149.0,0.0,3.0,3.47,0.000192,0.0672,3.0,-0.948
12196,55.5,328.0,0.0395,330.0,-2060.0,-0.025,3.0,2.09,-1.7e-05,0.0296,50.0,12.5
14700,27.7,326.0,0.0827,327.0,-1420.0,-0.025,4.0,4.4,0.000425,0.0627,3.0,75.0
13557,27.5,325.0,0.0699,327.0,1430.0,-0.025,3.0,-7.35,-2.18e-05,0.127,3.0,6.1523
6142,28.7,323.0,0.0743,324.0,-1890.0,0.0,4.0,-1.7,0.000907,0.0445,6.0,18.8
24918,27.7,326.0,0.106,327.0,1530.0,0.025,2.5,-4.05,0.000703,0.0798,3.0,50.0
12183,29.5,326.0,0.0881,327.0,170.0,0.0,3.0,1.82,0.000558,0.0347,3.0,18.8
4059,55.5,328.0,0.0464,329.0,1550.0,0.0,3.0,1.15,-2.7e-05,0.0401,50.0,12.5
24485,29.7,326.0,0.0944,327.0,-1720.0,-0.025,2.5,-3.47,0.000561,0.0669,3.0,-8.25
7309,55.7,326.0,0.052,328.0,-2050.0,0.025,4.0,1.3,1.55e-05,0.0232,50.0,18.8
11040,28.5,326.0,0.0497,327.0,-827.0,-0.025,4.0,0.605,0.000281,0.0231,3.0,0.0
14663,119.0,329.0,0.0222,330.0,-2060.0,-0.025,4.0,-0.101,-1.47e-06,0.0163,50.0,12.5
19392,28.7,326.0,0.11,327.0,-113.0,0.0,3.0,-4.4,0.00113,0.064,6.0,-36.209999999999994
4514,119.0,328.0,0.0211,329.0,-486.0,0.025,2.5,2.13,0.0,0.0265,6.0,-18.8
6443,27.7,322.0,0.0817,323.0,-63.8,0.025,4.0,-4.5,0.001,0.0702,6.0,-75.0
6043,55.7,327.0,0.0457,328.0,231.0,0.0,4.0,0.308,-1.41e-05,0.0282,50.0,0.0
4103,27.5,325.0,0.0398,327.0,1170.0,0.0,3.0,-6.15,0.0,0.107,6.0,75.0
5332,29.7,324.0,0.0664,325.0,704.0,0.025,4.0,5.81,4.21e-05,0.0804,6.0,31.3
9431,55.7,326.0,0.0518,327.0,-978.0,0.0,4.0,1.53,3.92e-05,0.0223,50.0,-6.25
23131,27.7,326.0,0.0473,327.0,1900.0,-0.05,2.5,-7.5,-3.38e-05,0.137,3.0,18.8
7807,29.7,322.0,0.0632,324.0,-1590.0,0.025,4.0,-4.34,0.000479,0.1,15.0,0.8000000000000007
10550,29.5,325.0,0.0916,326.0,-129.0,0.0,4.0,0.465,0.000565,0.0197,3.0,6.25
10779,29.5,325.0,0.0574,327.0,-1380.0,0.0,4.0,5.75,0.000179,0.12,3.0,-30.21
24001,28.7,326.0,0.0718,327.0,829.0,0.0,2.5,5.4,0.000467,0.0975,3.0,18.8
12140,28.5,325.0,0.0823,327.0,-1560.0,0.0,3.0,4.51,0.000386,0.0763,3.0,-10.05
15545,28.7,325.0,0.102,327.0,-894.0,0.0,4.0,0.398,0.000591,0.0211,3.0,18.8
18717,28.7,326.0,0.114,327.0,1690.0,0.025,3.0,-7.51,0.000586,0.106,3.0,-41.989999999999995
7250,28.7,322.0,0.03,324.0,1410.0,-0.025,4.0,-8.71,-3.74e-06,0.155,20.0,6.25
515,28.5,324.0,0.0911,326.0,-2070.0,0.0,4.0,0.548,0.00114,0.0221,6.0,6.25
9478,29.7,323.0,0.123,324.0,477.0,0.0,4.0,-4.12,0.00303,0.079,12.0,48.7
23612,29.7,326.0,0.0682,327.0,-665.0,0.0,2.5,-2.45,0.0004,0.0389,3.0,18.8
5804,37.7,323.0,0.0238,325.0,-1640.0,-5.65,4.0,-0.739,0.0,0.0159,6.0,12.5
14847,27.7,325.0,0.0857,327.0,1760.0,0.0,4.0,4.83,0.000377,0.0922,3.0,-25.0
9188,28.7,323.0,0.0899,324.0,1920.0,0.0,4.0,-4.42,0.00178,0.105,12.0,72.1
24597,29.7,326.0,0.0368,327.0,1660.0,0.0,2.5,5.76,-3.66e-05,0.115,3.0,-18.8
2254,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,0.569,-1.03e-06,2.69e-19,50.0,0.0
2246,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,1.21,0.0,2.69e-19,50.0,0.0
17234,55.7,329.0,0.0489,330.0,2150.0,0.025,3.0,1.53,7.43e-06,0.032,50.0,-12.5
2962,27.5,325.0,0.0939,327.0,915.0,0.025,3.0,-4.67,0.000287,0.0809,6.0,-47.71
24470,27.7,326.0,0.0792,327.0,-109.0,0.0,2.5,4.12,0.000187,0.059,3.0,43.074999999999996
9898,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
2152,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.835,-6.67e-08,2.68e-19,50.0,0.0
2844,28.5,325.0,0.0921,326.0,-568.0,0.025,3.0,-1.89,0.00115,0.0364,6.0,0.0
15087,27.7,325.0,0.0658,327.0,-1620.0,0.0,4.0,-4.91,9.96e-06,0.0778,3.0,-43.8
17809,29.7,326.0,0.0745,327.0,1170.0,0.025,3.0,6.99,0.000111,0.108,3.0,13.067
12443,119.0,328.0,0.0306,329.0,136.0,0.0,3.0,-0.258,-2.11e-06,0.0184,50.0,12.5
9495,55.7,326.0,0.0534,327.0,-978.0,0.025,4.0,0.685,1.61e-05,0.0202,50.0,-12.5
2453,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.253,-1.91e-06,2.68e-19,50.0,0.0
3635,28.5,324.0,0.0719,326.0,-1990.0,0.0,3.0,8.17,0.000173,0.131,6.0,7.41
8917,55.7,326.0,0.056,327.0,-978.0,0.0,4.0,1.22,1.71e-05,0.0216,50.0,-6.25
11648,28.5,325.0,0.0865,327.0,-523.0,-0.025,4.0,-4.44,0.000436,0.0761,3.0,-14.48
7350,119.0,326.0,0.0165,328.0,306.0,0.0,4.0,0.697,0.0,0.0179,20.0,12.5
21973,29.5,326.0,0.1,327.0,1430.0,0.025,2.5,-1.38,0.000605,0.0436,3.0,18.8
22023,27.5,326.0,0.0776,327.0,1610.0,0.0,2.5,-4.79,0.000498,0.0839,3.0,-16.55
2526,29.5,324.0,0.0526,326.0,430.0,0.0,4.0,6.62,8.01e-06,0.112,50.0,12.5
18365,29.7,325.0,0.0779,327.0,1520.0,0.025,3.0,1.44,0.000451,0.0224,3.0,-6.25
7369,119.0,326.0,0.023,328.0,306.0,0.0,4.0,-0.255,4.08e-07,0.0198,20.0,43.8
6454,28.7,323.0,0.11,324.0,-2120.0,0.0,4.0,-3.99,0.0014,0.0802,6.0,50.0
4003,119.0,327.0,0.0269,329.0,339.0,0.0,3.0,-1.37,-4.19e-06,0.0146,6.0,-6.25
12170,27.5,326.0,0.0948,327.0,-643.0,-0.025,3.0,7.27,0.000454,0.114,3.0,26.53
5674,27.7,324.0,0.0893,325.0,-325.0,0.025,4.0,-4.79,0.00109,0.0803,6.0,56.3
6715,119.0,327.0,0.0202,328.0,-1220.0,-0.025,4.0,-0.11,0.0,0.0177,20.0,-6.25
9099,29.7,323.0,0.0414,325.0,1070.0,0.0,4.0,-10.4,5.73e-06,0.154,12.0,-6.25
15441,27.7,326.0,0.0592,327.0,-1280.0,0.0,4.0,-2.12,0.000286,0.0482,3.0,-8.01
6340,37.1,324.0,0.0866,325.0,-1630.0,-5.93,4.0,0.769,0.00108,0.0191,6.0,12.5
12459,27.5,326.0,0.0625,327.0,1860.0,-0.025,3.0,-0.818,0.000353,0.0417,3.0,-18.8
6064,55.7,327.0,0.0386,328.0,231.0,0.0,4.0,2.4,-1.09e-05,0.0281,50.0,0.0
12246,29.5,326.0,0.0778,327.0,-1850.0,0.0,3.0,-4.65,0.000371,0.0801,3.0,-4.63
8158,27.7,323.0,0.103,324.0,-96.9,0.0,4.0,0.251,0.00316,0.0318,15.0,0.0
3994,119.0,328.0,0.0185,329.0,339.0,0.0,3.0,-0.416,4.78e-07,0.0137,6.0,-6.25
3378,28.5,325.0,0.071,326.0,-1410.0,0.0,3.0,5.62,0.000538,0.0883,6.0,-33.35
7285,28.7,323.0,0.1,324.0,1380.0,-0.025,4.0,-2.81,0.00426,0.0632,20.0,18.8
12120,27.5,326.0,0.0967,327.0,910.0,-0.025,3.0,-7.93,0.000529,0.146,3.0,-8.11
11521,28.5,325.0,0.0783,326.0,-597.0,0.0,4.0,3.51,0.000458,0.059,3.0,56.3
5364,119.0,327.0,0.0216,328.0,-978.0,0.0,4.0,-1.05,0.0,0.0222,50.0,12.5
18494,29.7,326.0,0.0736,327.0,273.0,0.0,3.0,5.32,0.0,0.0734,3.0,82.4
24454,27.7,326.0,0.0833,327.0,2130.0,-0.025,2.5,-2.4,0.000396,0.0474,3.0,-43.8
1365,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,0.729,-1.38e-06,2.69e-19,50.0,0.0
13341,28.5,326.0,0.0914,327.0,1270.0,-0.025,3.0,0.0556,0.000524,0.0226,3.0,0.0
1633,119.0,332.0,2.79e-19,328.0,-1160.0,-0.025,4.0,1.47,0.0,2.68e-19,50.0,0.0
17841,29.7,326.0,0.0741,327.0,1450.0,0.0,3.0,0.492,0.000468,0.0276,3.0,-12.5
2124,119.0,332.0,2.79e-19,329.0,-1160.0,0.0,4.0,-0.234,0.0,2.68e-19,50.0,0.0
2981,55.5,328.0,0.0448,329.0,1550.0,0.0,3.0,-1.15,-1.25e-05,0.0282,50.0,0.0
11688,28.5,325.0,0.0761,326.0,-683.0,-0.025,4.0,3.74,0.000391,0.0669,3.0,37.5
15448,27.7,326.0,0.0889,327.0,-1240.0,-0.025,4.0,-7.11,0.000228,0.126,3.0,-7.041
450,28.5,324.0,0.0414,326.0,1880.0,0.0,4.0,26.8,-4.84e-06,0.336,6.0,-550.121
4532,119.0,328.0,0.0177,329.0,339.0,0.0,2.5,-0.739,-2.17e-06,0.0168,50.0,6.25
16968,27.7,325.0,0.0595,327.0,-68.7,-0.025,3.0,5.02,-9.24e-06,0.0955,3.0,37.5
1552,119.0,333.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.104,-7.46e-08,2.68e-19,50.0,0.0
2029,27.5,325.0,0.116,325.0,2040.0,0.0,4.0,0.00978,0.0048,0.0224,20.0,0.0
23318,28.7,325.0,0.0802,327.0,1530.0,0.025,2.5,-7.74,0.000114,0.103,3.0,-12.943
14508,27.7,325.0,0.0559,327.0,2140.0,0.0,4.0,3.6,2.49e-05,0.0751,3.0,-25.0
8731,27.7,323.0,0.103,324.0,-1440.0,0.0,4.0,3.5,0.00156,0.0828,12.0,-59.1
17256,28.7,326.0,0.061,327.0,107.0,0.0,3.0,2.61,2.85e-05,0.0706,3.0,62.5
22024,27.5,326.0,0.0725,327.0,1620.0,0.0,2.5,-5.38,0.000477,0.0985,3.0,2.27
8513,28.7,323.0,0.0955,325.0,1410.0,-0.025,4.0,5.44,0.00196,0.0864,12.0,75.6
7345,28.7,322.0,0.0485,324.0,1150.0,0.05,4.0,8.97,7.17e-06,0.147,20.0,-188.0
13142,29.5,325.0,0.0768,327.0,928.0,0.0,3.0,9.86,0.000254,0.106,3.0,-38.77
16169,27.7,326.0,0.106,327.0,-1070.0,0.0,4.0,-1.13,0.000593,0.0335,3.0,-10.47
8920,55.7,326.0,0.0556,327.0,-978.0,0.0,4.0,-0.466,4.28e-05,0.0216,50.0,0.0
3647,29.5,325.0,0.0858,327.0,647.0,0.0,3.0,5.12,8.22e-05,0.0732,6.0,-36.871
52,29.5,324.0,0.078,326.0,-255.0,0.0,4.0,6.48,4.9e-05,0.104,6.0,-24.298000000000002
24610,29.7,326.0,0.0776,327.0,599.0,0.025,2.5,3.3,0.000394,0.0671,3.0,20.39
17434,28.7,326.0,0.103,327.0,1870.0,-0.025,3.0,-3.7,0.000589,0.0747,3.0,6.25
15220,119.0,329.0,0.0165,330.0,-2060.0,-0.025,4.0,-0.263,-5.09e-07,0.0297,50.0,25.0
2446,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.196,0.0,2.68e-19,50.0,0.0
14869,27.7,325.0,0.0468,327.0,-655.0,0.0,4.0,-6.06,-6.84e-06,0.106,3.0,25.0
