,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition,Z1_ActualVelocity,clamp_pressure,Y1_CurrentFeedback,X1_OutputPower,Y1_DCBusVoltage,M1_CURRENT_FEEDRATE,Y1_DiffAcceleration
11586,29.5,325.0,0.0565,327.0,-663.0,0.0,4.0,7.75,-3.54e-05,0.152,3.0,-6.25
19419,29.7,326.0,0.0709,327.0,-1590.0,0.025,3.0,6.48,0.00025,0.107,6.0,-2.38
18077,28.7,326.0,0.0998,327.0,459.0,-0.025,3.0,3.24,0.000529,0.0791,3.0,-9.69
16264,35.4,326.0,0.0199,327.0,759.0,-2.88,4.0,0.859,-1.66e-06,0.0285,3.0,12.5
17890,32.2,326.0,0.0271,328.0,-1380.0,-2.9,3.0,1.02,0.0,0.0241,3.0,6.25
24518,30.5,325.0,0.0461,327.0,-463.0,38.1,2.5,0.847,-3.5e-05,0.0218,50.0,-12.5
1272,119.0,332.0,2.79e-19,328.0,-1160.0,0.025,4.0,0.516,5e-07,2.68e-19,50.0,0.0
2593,28.5,324.0,0.116,325.0,1110.0,0.0,4.0,-0.726,0.0049,0.0191,20.0,6.25
6057,28.7,324.0,0.0985,324.0,1400.0,0.0,4.0,4.84,0.00122,0.102,6.0,-6.25
20413,119.0,329.0,2.78e-19,330.0,-273.0,0.0,3.0,-0.259,-4.5e-06,2.78e-19,50.0,0.0
3336,29.8,325.0,0.0261,326.0,342.0,-6.2,3.0,0.0596,-1.43e-05,0.0281,6.0,0.0
436,28.5,324.0,0.0878,326.0,1800.0,0.0,4.0,4.63,0.000295,0.102,6.0,-47.7
15897,54.7,326.0,0.0466,328.0,1360.0,0.0,4.0,-2.64,-1.3e-05,0.0339,50.0,-238.0
3868,27.5,325.0,0.0439,327.0,360.0,0.05,3.0,5.37,-3.32e-05,0.132,6.0,6.25
10920,29.5,325.0,0.0665,327.0,223.0,0.0,4.0,-4.51,0.0,0.0763,3.0,6.128
18504,28.7,326.0,0.109,327.0,-1680.0,-0.025,3.0,-3.6,0.000688,0.0403,3.0,-43.8
14877,29.7,325.0,0.0548,327.0,709.0,0.0,4.0,-4.59,3.3e-05,0.0782,3.0,12.5
16962,55.7,329.0,0.0456,330.0,2150.0,0.0,3.0,-0.466,-6.96e-06,0.0296,50.0,6.25
3976,27.5,325.0,0.0852,327.0,-93.5,0.0,3.0,-0.632,0.00112,0.0157,6.0,-25.0
12453,29.5,326.0,0.0587,327.0,-1540.0,0.025,3.0,-6.86,0.000166,0.113,3.0,29.92
15045,29.7,325.0,0.0572,326.0,-307.0,0.0,4.0,-8.34,1.72e-05,0.155,3.0,0.0
4473,119.0,327.0,0.0194,329.0,-486.0,0.0,2.5,0.538,2.01e-06,0.02,6.0,12.5
14966,28.7,325.0,0.0632,327.0,-489.0,0.0,4.0,-6.79,-1.91e-05,0.123,3.0,-12.5
4857,29.5,326.0,0.0224,327.0,-1250.0,-0.025,3.0,-0.254,9.45e-07,0.0226,50.0,-18.8
1626,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,1.05,-1.86e-06,2.69e-19,50.0,0.0
5435,27.7,323.0,0.0989,324.0,-1480.0,-0.025,4.0,4.13,0.00105,0.0857,6.0,25.32
4386,29.5,325.0,0.096,326.0,-77.5,0.0,2.5,4.24,0.000941,0.0968,6.0,-51.339999999999996
9447,55.7,326.0,0.0507,327.0,-978.0,0.0,4.0,1.15,3.05e-05,0.0239,50.0,0.0
11440,27.5,326.0,0.0763,327.0,1090.0,0.0,4.0,4.82,0.00043,0.0747,3.0,-4.4
16151,29.7,325.0,0.0419,327.0,173.0,0.0,4.0,-4.33,-5.62e-06,0.067,3.0,25.0
12359,29.5,326.0,0.0946,327.0,-2150.0,0.0,3.0,2.71,0.000579,0.053,3.0,6.25
3035,27.5,325.0,0.0847,327.0,1090.0,0.025,3.0,-4.57,0.00038,0.111,6.0,20.05
12536,29.5,326.0,0.0548,327.0,639.0,0.0,3.0,-4.17,0.000289,0.0598,3.0,-31.3
1505,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.0839,1.87e-06,2.68e-19,50.0,0.0
16020,111.0,327.0,0.118,328.0,-2060.0,-33.8,4.0,-8.19,0.00433,0.14,50.0,31.3
15185,55.7,329.0,0.0452,330.0,42.0,0.0,4.0,3.22,-1.99e-05,0.0422,50.0,0.0
2993,119.0,328.0,0.0171,329.0,339.0,0.025,3.0,0.0567,1.2e-06,0.028,6.0,31.3
12258,29.5,325.0,0.045,327.0,-821.0,0.0,3.0,6.15,-2.04e-05,0.0913,3.0,-43.8
17035,27.7,326.0,0.0768,327.0,-303.0,-0.025,3.0,4.56,0.000482,0.0913,3.0,50.0
14506,27.7,325.0,0.0544,327.0,2120.0,0.0,4.0,1.83,2.38e-05,0.0496,3.0,6.25
24202,27.7,326.0,0.083,327.0,1590.0,0.025,2.5,-3.89,0.000505,0.0791,3.0,56.3
5649,29.7,323.0,0.0822,325.0,-881.0,0.0,4.0,3.76,0.0003,0.0605,6.0,77.27
4731,29.5,324.0,0.101,325.0,253.0,0.0,2.5,-0.342,0.00128,0.0192,6.0,-50.0
16003,29.7,326.0,0.0737,327.0,-1530.0,-0.025,4.0,7.69,0.000483,0.133,3.0,-35.27
1323,28.5,324.0,0.124,324.0,1020.0,0.0,4.0,4.86,0.00527,0.0944,20.0,25.0
6313,28.7,324.0,0.0806,325.0,1110.0,0.0,4.0,-4.33,0.00105,0.0657,6.0,-75.0
19954,29.7,326.0,0.103,327.0,-1390.0,0.0,3.0,-0.604,0.00132,0.0192,6.0,6.25
18756,28.7,326.0,0.0843,327.0,-1690.0,0.0,3.0,-1.65,0.00056,0.0435,3.0,31.3
9409,55.7,326.0,0.0534,327.0,-978.0,0.0,4.0,-0.466,4.81e-05,0.0208,50.0,0.0
15580,28.7,325.0,0.0924,327.0,-927.0,0.025,4.0,0.0939,0.000532,0.0161,3.0,-18.8
24781,28.7,326.0,0.0562,327.0,1380.0,0.0,2.5,1.18,0.000332,0.027,3.0,6.25
16272,27.7,326.0,0.0703,327.0,-1880.0,0.025,4.0,0.371,0.000444,0.0317,3.0,0.0
15907,28.7,326.0,0.089,327.0,300.0,0.0,4.0,-2.77,0.000617,0.0448,3.0,50.0
6494,29.7,323.0,0.0992,325.0,176.0,0.025,4.0,-6.13,0.000399,0.109,6.0,-28.27
24533,29.7,325.0,0.0613,327.0,-1570.0,0.025,2.5,-4.49,8.63e-05,0.0989,3.0,18.975
17675,29.7,326.0,0.0517,327.0,-2010.0,-0.025,3.0,-6.41,-2.18e-05,0.106,3.0,0.0
14765,29.7,325.0,0.089,326.0,-638.0,0.0,4.0,1.35,0.000566,0.0291,3.0,-18.8
8903,28.7,323.0,0.125,324.0,1990.0,0.0,4.0,-4.93,0.00293,0.0857,12.0,-50.0
14075,28.4,325.0,0.0256,327.0,-1220.0,-3.13,3.0,-0.899,3.08e-06,0.0139,3.0,0.0
7358,119.0,326.0,0.0199,327.0,306.0,0.0,4.0,0.219,2.9e-07,0.0171,20.0,18.8
8076,29.7,322.0,0.0624,324.0,-1450.0,0.0,4.0,-7.24,6.37e-05,0.134,15.0,37.5
21340,27.5,326.0,0.107,327.0,-486.0,-0.025,2.5,-7.66,0.000705,0.126,3.0,-28.43
16327,27.7,326.0,0.0876,327.0,-201.0,0.0,4.0,-1.82,0.000569,0.0388,3.0,-25.0
9151,29.7,323.0,0.071,324.0,1130.0,0.025,4.0,-7.31,0.000362,0.111,12.0,-75.0
10744,29.5,325.0,0.0878,326.0,-220.0,0.0,4.0,-6.58,-1.35e-05,0.114,3.0,-31.476
11166,28.5,325.0,0.0764,326.0,-267.0,0.0,4.0,-4.19,0.000529,0.0877,3.0,50.0
23895,29.1,326.0,0.0265,327.0,-899.0,-3.1,2.5,-0.0997,2.05e-06,0.0243,3.0,12.5
4838,119.0,326.0,0.0223,328.0,-1510.0,-0.025,3.0,1.2,-6.74e-07,0.0152,6.0,0.0
10192,28.5,325.0,0.088,327.0,-1020.0,-0.025,4.0,1.35,0.000539,0.0195,3.0,0.0
20480,42.8,324.0,0.0522,325.0,-350.0,50.0,3.0,0.38,3.97e-05,0.0238,50.0,-6.25
11665,28.5,325.0,0.107,327.0,-53.5,-0.05,4.0,-5.68,0.0006,0.0995,3.0,-9.48
10921,29.5,326.0,0.0477,327.0,228.0,0.0,4.0,-4.07,-2.1e-05,0.104,3.0,450.0
8210,29.7,323.0,0.102,323.0,-1390.0,0.025,4.0,-1.63,0.00317,0.0285,15.0,-12.5
15323,29.7,325.0,0.0734,326.0,-675.0,-0.025,4.0,6.16,0.000379,0.101,3.0,28.04
19903,29.7,326.0,0.0992,327.0,-1930.0,0.0,3.0,-2.74,0.00118,0.0654,6.0,62.5
13898,27.5,325.0,0.0728,326.0,1780.0,0.025,3.0,-1.45,0.000482,0.0477,3.0,31.3
13424,27.5,326.0,0.0675,327.0,339.0,0.0,3.0,-0.221,0.000391,0.0226,3.0,-12.5
502,28.5,324.0,0.0416,326.0,-2140.0,0.0,4.0,5.74,-1.19e-05,0.0878,6.0,87.5
16797,27.7,326.0,0.0841,327.0,-1260.0,0.025,3.0,-0.74,0.000531,0.0269,3.0,-6.25
18344,29.7,326.0,0.1,327.0,-2130.0,-0.025,3.0,-2.15,0.000532,0.0453,3.0,-39.44
16337,55.7,329.0,0.0474,330.0,42.0,0.0,4.0,1.39,-2.87e-05,0.0306,50.0,-12.5
23184,28.7,326.0,0.0769,327.0,1250.0,0.0,2.5,0.372,0.000511,0.0275,3.0,0.0
8978,55.7,326.0,0.0562,327.0,-978.0,0.025,4.0,-0.069,3.44e-05,0.022,50.0,-12.5
12324,27.5,325.0,0.0726,327.0,-707.0,0.0,3.0,-4.34,0.000476,0.0737,3.0,-37.5
157,29.5,323.0,0.0537,325.0,307.0,0.0,4.0,7.95,6.06e-05,0.131,6.0,-120.41
16144,27.7,326.0,0.0974,327.0,-2000.0,0.025,4.0,0.634,0.000656,0.0232,3.0,0.0
24593,27.7,326.0,0.0775,327.0,1740.0,0.0,2.5,-5.54,0.000257,0.106,3.0,10.69
9880,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
2988,119.0,329.0,0.0175,330.0,339.0,-0.025,3.0,0.538,-7.9e-07,0.0354,6.0,25.0
10815,29.5,325.0,0.0566,327.0,-812.0,0.0,4.0,5.66,-3.5e-05,0.0953,3.0,-62.5
22494,28.5,325.0,0.0643,327.0,-1210.0,0.025,2.5,6.54,4.02e-05,0.127,3.0,-25.0
14062,28.5,326.0,0.104,327.0,-188.0,0.0,3.0,-6.4,0.000603,0.0998,3.0,27.0
2027,27.5,324.0,0.124,325.0,2030.0,0.0,4.0,0.766,0.00529,0.022,20.0,0.0
23645,28.7,326.0,0.118,327.0,-1380.0,0.0,2.5,-2.09,0.000782,0.0479,3.0,6.25
3831,28.5,325.0,0.0638,327.0,-1470.0,0.0,3.0,6.92,1.98e-05,0.105,6.0,-12.5
18610,28.7,326.0,0.0803,327.0,-277.0,0.0,3.0,-4.73,0.000405,0.0624,3.0,-47.95
3198,39.7,327.0,0.13,329.0,339.0,-33.6,3.0,-11.3,0.00498,0.198,50.0,-87.5000954
14920,29.7,325.0,0.0601,327.0,-1740.0,-0.025,4.0,-5.45,0.000193,0.0927,3.0,-17.52
7470,46.0,322.0,0.0541,323.0,881.0,49.9,4.0,-0.303,3.97e-05,0.0179,50.0,-6.25
16166,27.7,325.0,0.0954,327.0,-1090.0,0.0,4.0,-7.33,0.000409,0.14,3.0,-29.55
21123,29.5,326.0,0.083,327.0,463.0,0.0,2.5,-7.7,7.89e-05,0.132,3.0,-0.231
8240,28.7,322.0,0.0537,324.0,-524.0,0.025,4.0,5.17,7.72e-06,0.108,15.0,-87.5
13829,28.5,325.0,0.0801,327.0,2050.0,0.0,3.0,-6.38,0.000459,0.112,3.0,28.2
24741,28.7,326.0,0.108,327.0,-1290.0,0.0,2.5,-2.65,0.000724,0.0511,3.0,0.0
17635,27.7,326.0,0.0484,327.0,1620.0,0.0,3.0,-4.54,0.000173,0.0859,3.0,2.2
17123,30.1,326.0,0.0198,327.0,-1340.0,-2.9,3.0,0.539,-6.81e-06,0.0294,3.0,-6.25
8735,27.7,323.0,0.119,324.0,-1420.0,0.0,4.0,2.01,0.00304,0.0526,12.0,-43.8
12117,27.5,326.0,0.0876,327.0,894.0,-0.025,3.0,-4.25,0.000494,0.0763,3.0,-27.1
1456,119.0,332.0,2.79e-19,328.0,-1160.0,-0.025,4.0,1.49,3.75e-07,2.68e-19,50.0,0.0
15017,28.7,326.0,0.0475,327.0,-1410.0,0.0,4.0,3.5,-6.88e-06,0.0613,3.0,0.0
9849,27.5,326.0,0.0709,327.0,2020.0,-0.075,4.0,5.12,0.000462,0.095,3.0,6.25
10651,27.5,326.0,0.101,327.0,-198.0,0.125,4.0,-2.53,0.000632,0.0402,3.0,43.8
13793,27.5,325.0,0.0531,327.0,-50.2,0.025,3.0,5.13,8.01e-06,0.103,3.0,0.0
16852,119.0,328.0,0.0186,329.0,42.0,0.0,3.0,-0.578,-1.28e-06,0.0175,50.0,-12.5
16043,29.7,326.0,0.0407,327.0,-1420.0,0.0,4.0,7.43,-1.2e-05,0.133,3.0,31.3
10629,27.5,326.0,0.0659,327.0,-1120.0,0.0,4.0,-0.996,8.91e-06,0.0603,3.0,-80.9
1407,27.5,324.0,0.0571,327.0,2070.0,0.025,4.0,14.4,1.75e-05,0.267,20.0,-90.0
21747,29.5,326.0,0.0969,327.0,1310.0,-0.025,2.5,-3.04,0.000553,0.0364,3.0,-12.5
24826,38.7,326.0,0.0301,327.0,-382.0,-3.15,2.5,-0.739,-2.29e-06,0.0185,3.0,25.0
8617,119.0,326.0,0.0218,328.0,383.0,0.025,4.0,1.17,-9.63e-07,0.0246,50.0,6.25
11624,30.3,326.0,0.0256,327.0,-1960.0,-2.8,4.0,-0.0993,-8.95e-06,0.017,3.0,12.5
14937,28.7,326.0,0.0555,327.0,-2000.0,0.0,4.0,5.22,1.68e-05,0.0863,3.0,25.0
13199,29.5,325.0,0.0809,326.0,320.0,0.0,3.0,4.62,0.000288,0.086,3.0,7.191
5528,28.7,324.0,0.117,325.0,1740.0,0.0,4.0,-5.84,0.000977,0.0815,6.0,-21.71
16300,27.7,326.0,0.0879,327.0,1270.0,-0.05,4.0,-4.5,0.000571,0.0848,3.0,-10.23
11644,32.4,326.0,0.0245,327.0,1600.0,-3.3,4.0,0.379,3.12e-06,0.0218,3.0,0.0
11654,28.5,325.0,0.0711,327.0,-491.0,-0.025,4.0,-5.46,0.000232,0.0987,3.0,-32.59
15918,29.7,325.0,0.0737,327.0,376.0,0.0,4.0,-5.09,0.000493,0.0882,3.0,-43.8
13688,29.5,326.0,0.0577,327.0,-1490.0,0.0,3.0,-5.69,1.59e-05,0.101,3.0,31.3
21236,27.5,326.0,0.0436,327.0,-252.0,-0.025,2.5,-2.6,-1.88e-05,0.0549,3.0,-18.8
22481,28.5,326.0,0.107,327.0,719.0,-0.05,2.5,-1.31,0.000686,0.0414,3.0,-37.5
23450,28.7,325.0,0.0987,327.0,621.0,0.025,2.5,8.26,0.00055,0.128,3.0,-20.91
1542,27.5,324.0,0.0975,326.0,1710.0,0.025,4.0,7.51,0.00236,0.15,20.0,-29.599999999999994
14579,29.7,325.0,0.0521,327.0,-136.0,0.0,4.0,2.73,0.000283,0.0515,3.0,-20.84
478,28.5,324.0,0.101,326.0,2020.0,0.0,4.0,4.86,0.0013,0.0749,6.0,25.0
21755,29.5,326.0,0.117,327.0,-321.0,0.0,2.5,1.26,0.000824,0.0267,3.0,-12.5
17950,28.7,326.0,0.0967,327.0,2000.0,0.0,3.0,-3.59,0.000153,0.0773,3.0,-13.237
12521,29.5,326.0,0.0736,327.0,-1590.0,0.0,3.0,-5.49,0.00046,0.0786,3.0,-62.5
18725,28.7,326.0,0.0821,327.0,1740.0,0.0,3.0,-6.65,0.000505,0.108,3.0,-29.03
6272,28.7,323.0,0.0909,325.0,1420.0,0.0,4.0,8.0,0.00119,0.156,6.0,19.85
21280,29.5,326.0,0.0815,327.0,1190.0,0.0,2.5,-3.36,0.000167,0.066,3.0,-49.0
540,28.5,325.0,0.101,326.0,-1940.0,0.0,4.0,-2.5,0.00103,0.0626,6.0,-36.1
15986,28.7,326.0,0.0842,327.0,460.0,0.0,4.0,-3.09,0.000467,0.0445,3.0,-43.8
24994,55.7,329.0,0.063,330.0,-1730.0,0.0,2.5,0.685,3.95e-05,0.0305,50.0,12.5
576,28.5,324.0,0.153,325.0,-1750.0,0.0,4.0,3.54,0.00167,0.0544,6.0,47.23
9420,119.0,326.0,0.0217,327.0,383.0,-0.025,4.0,0.858,0.0,0.0223,50.0,18.8
19915,27.7,325.0,0.0459,327.0,-1310.0,0.025,3.0,-4.18,1.97e-05,0.0834,6.0,56.3
17819,27.7,326.0,0.0778,327.0,-895.0,0.0,3.0,-3.87,0.000477,0.065,3.0,37.5
6138,29.7,323.0,0.0444,325.0,-598.0,0.0,4.0,26.7,0.0,0.339,6.0,-562.121
3829,28.5,325.0,0.0661,327.0,-1480.0,0.0,3.0,5.99,-1.03e-05,0.0915,6.0,93.7
17705,27.7,326.0,0.119,327.0,817.0,0.0,3.0,-5.89,0.000681,0.0946,3.0,-26.9
19973,28.7,326.0,0.0593,327.0,377.0,0.0,3.0,6.18,0.0,0.116,6.0,62.5
5960,119.0,326.0,0.0249,328.0,-978.0,-0.025,4.0,0.0544,-3.26e-06,0.0264,50.0,-6.25
8073,29.7,322.0,0.0507,324.0,-1470.0,0.0,4.0,-10.4,2.19e-05,0.162,15.0,-50.0
13360,27.5,325.0,0.0846,327.0,158.0,0.025,3.0,3.37,0.000428,0.0726,3.0,9.629999999999999
19733,55.7,328.0,0.0414,330.0,-927.0,0.0,3.0,1.22,-2.51e-05,0.0259,50.0,-25.0
18325,29.7,325.0,0.0532,327.0,1200.0,-0.025,3.0,2.39,-3.16e-05,0.0636,3.0,0.0
11555,74.7,327.0,0.124,329.0,-1960.0,-33.7,4.0,-11.3,0.00456,0.207,50.0,68.6999046
16084,29.7,325.0,0.104,326.0,-542.0,0.0,4.0,0.843,0.000683,0.0228,3.0,12.5
4508,119.0,328.0,0.0173,329.0,-486.0,0.0,2.5,-2.64,2.07e-06,0.0171,6.0,-12.5
24278,55.7,328.0,0.0676,330.0,-1760.0,0.025,2.5,2.0,7.49e-05,0.0308,50.0,6.25
344,29.5,325.0,0.044,326.0,1310.0,0.0,4.0,2.27,7.97e-05,0.117,6.0,-41.9
19529,70.0,327.0,0.134,328.0,2150.0,-33.6,3.0,-11.2,0.00494,0.204,50.0,-75.0
22652,55.5,329.0,0.069,330.0,389.0,0.0,2.5,2.45,4.2e-05,0.027,50.0,12.5
8651,27.7,323.0,0.0809,324.0,-1380.0,0.0,4.0,-5.94,0.0018,0.128,12.0,36.7
4661,29.5,324.0,0.063,326.0,146.0,0.0,2.5,7.09,2.96e-05,0.142,6.0,-43.8
24428,27.7,326.0,0.126,327.0,-872.0,0.05,2.5,0.38,0.00076,0.0193,3.0,31.3
24932,27.7,326.0,0.066,327.0,259.0,0.025,2.5,3.03,3.85e-05,0.0583,3.0,62.5
7610,27.7,322.0,0.106,324.0,1640.0,0.05,4.0,7.28,0.00306,0.12,20.0,125.30000000000001
18482,28.7,326.0,0.0817,327.0,-149.0,0.0,3.0,-4.66,0.000526,0.075,3.0,-18.8
18449,27.7,326.0,0.0598,327.0,-95.3,-0.025,3.0,1.08,-9.14e-06,0.0657,3.0,0.0
5422,28.7,324.0,0.089,325.0,1880.0,0.0,4.0,3.03,0.00101,0.0587,6.0,-68.7
3182,27.5,325.0,0.0425,326.0,408.0,-0.025,3.0,7.09,-6.29e-06,0.134,6.0,-50.0
14792,28.7,326.0,0.0803,327.0,343.0,0.0,4.0,-2.01,0.000526,0.0423,3.0,50.0
2506,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.236,4.21e-07,2.68e-19,50.0,0.0
7462,29.7,323.0,0.161,323.0,838.0,0.025,4.0,2.83,0.00658,0.114,20.0,-63.0
4597,119.0,328.0,0.023,329.0,339.0,0.0,2.5,0.699,2.03e-06,0.0263,50.0,0.0
19740,27.7,325.0,0.0932,327.0,-1220.0,0.025,3.0,-7.51,0.00112,0.118,6.0,32.2
8151,55.7,326.0,0.0506,327.0,383.0,0.0,4.0,0.074,3.04e-05,0.0211,50.0,6.25
7188,27.7,323.0,0.0417,324.0,1800.0,0.025,4.0,-0.0361,-5.89e-06,0.0538,20.0,-837.0
3504,27.5,325.0,0.0981,326.0,510.0,0.025,3.0,0.119,0.00123,0.0161,6.0,0.0
2255,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.403,0.0,2.68e-19,50.0,0.0
24359,28.7,326.0,0.0931,327.0,136.0,-0.025,2.5,-5.7,0.000554,0.114,3.0,-4.28
11083,27.5,326.0,0.0965,327.0,1280.0,0.025,4.0,-3.9,0.000231,0.0768,3.0,-18.049
13253,33.2,326.0,0.0257,327.0,-1300.0,-3.28,3.0,0.0604,3.41e-06,0.0157,3.0,-25.0
17213,29.7,325.0,0.0911,327.0,614.0,-0.025,3.0,5.89,0.000352,0.0914,3.0,7.72
1509,119.0,332.0,2.79e-19,328.0,-1160.0,-0.025,4.0,0.685,4.38e-07,2.68e-19,50.0,0.0
16204,28.7,326.0,0.0974,327.0,1850.0,0.0,4.0,-5.34,0.000171,0.0918,3.0,-30.739
3563,28.5,325.0,0.0972,327.0,-1290.0,0.025,3.0,1.35,0.00123,0.016,6.0,0.0
24839,29.7,326.0,0.0922,327.0,-644.0,0.0,2.5,-0.868,0.00059,0.0375,3.0,6.25
15594,29.7,326.0,0.0787,327.0,-1910.0,0.0,4.0,2.96,0.000389,0.0662,3.0,-35.94
8704,27.7,322.0,0.0549,324.0,-1210.0,0.025,4.0,-6.89,8.09e-06,0.17,12.0,131.0
3830,28.5,325.0,0.0636,326.0,-1480.0,0.0,3.0,6.92,1.99e-05,0.131,6.0,-37.5
19385,55.7,328.0,0.0434,329.0,-927.0,0.0,3.0,0.919,-2.56e-05,0.0253,50.0,-18.8
12637,29.5,326.0,0.068,327.0,1650.0,0.0,3.0,0.119,0.000422,0.0263,3.0,-6.25
14584,27.7,325.0,0.0586,327.0,-527.0,0.0,4.0,-6.08,-8.82e-06,0.106,3.0,25.0
6652,62.2,326.0,0.0316,327.0,306.0,50.0,4.0,3.46,7.91e-06,0.0519,50.0,68.7
2686,119.0,332.0,2.79e-19,329.0,-1160.0,0.0,4.0,0.366,0.0,2.68e-19,50.0,0.0
24013,55.7,328.0,0.0604,330.0,-1720.0,0.025,2.5,0.757,3.56e-05,0.0299,50.0,-6.25
18287,29.7,325.0,0.0793,327.0,1760.0,0.025,3.0,-6.46,0.000331,0.107,3.0,10.25
9394,28.7,323.0,0.041,324.0,2090.0,-0.025,4.0,-9.16,-1.16e-05,0.163,12.0,31.3
14981,28.7,326.0,0.0668,327.0,130.0,0.0,4.0,-3.27,2.06e-05,0.0777,3.0,37.5
15173,28.7,325.0,0.0466,327.0,-1450.0,0.0,4.0,7.41,-2.83e-05,0.144,3.0,-43.8
10775,29.5,326.0,0.0478,327.0,-1400.0,0.0,4.0,5.31,0.000179,0.0967,3.0,14.129999999999999
20540,29.7,325.0,0.0269,327.0,-483.0,0.0,3.0,1.65,-3.33e-06,0.0931,20.0,200.0
4040,28.5,325.0,0.108,326.0,-1160.0,-0.025,3.0,0.531,0.00135,0.0206,6.0,0.0
7151,119.0,327.0,0.0203,328.0,306.0,-0.025,4.0,0.858,-1.32e-07,0.0161,20.0,-12.5
7160,29.7,323.0,0.0875,324.0,566.0,0.025,4.0,-0.341,0.00365,0.0189,20.0,25.0
17082,29.7,326.0,0.065,327.0,-1150.0,0.0,3.0,-1.33,0.000363,0.0441,3.0,-50.0
12350,29.5,326.0,0.0983,327.0,2100.0,0.0,3.0,3.95,0.000674,0.0731,3.0,-6.25
21462,55.7,329.0,0.0231,330.0,-1720.0,0.0,2.5,1.39,3.11e-08,0.0231,50.0,12.5
17259,28.7,326.0,0.0295,327.0,123.0,0.025,3.0,5.65,1.28e-05,0.107,3.0,43.68
9516,119.0,327.0,0.0211,328.0,383.0,0.0,4.0,0.219,-4.57e-07,0.0278,50.0,6.25
4082,27.5,325.0,0.0577,327.0,87.9,-0.025,3.0,5.0,-8.72e-06,0.0907,6.0,-18.8
21383,27.5,326.0,0.0518,327.0,-156.0,0.0,2.5,-1.97,5.46e-05,0.0455,3.0,31.89
24042,29.7,326.0,0.0367,327.0,1720.0,0.0,2.5,5.42,-1.58e-05,0.11,3.0,0.0
14004,28.5,325.0,0.0875,327.0,1170.0,-0.025,3.0,-4.67,0.000375,0.0911,3.0,-15.06
23268,29.7,325.0,0.0649,327.0,-1170.0,0.0,2.5,-6.72,3.93e-05,0.115,3.0,18.8
12537,29.5,326.0,0.0714,327.0,645.0,0.0,3.0,-3.53,0.000428,0.0621,3.0,-37.5
24116,55.7,329.0,0.0529,330.0,-1720.0,0.025,2.5,1.39,0.0,0.0253,50.0,-25.0
17690,32.1,326.0,0.0272,327.0,-683.0,-3.03,3.0,-0.739,4.33e-06,0.0187,3.0,0.0
18633,27.7,326.0,0.0779,327.0,-1220.0,0.025,3.0,-0.0999,0.000519,0.0152,3.0,12.5
13837,27.5,326.0,0.0842,327.0,702.0,0.0,3.0,7.08,0.000477,0.122,3.0,-20.73
5998,119.0,326.0,0.0203,328.0,-978.0,0.0,4.0,-0.101,-3.08e-06,0.0219,50.0,25.0
17110,27.7,326.0,0.0943,327.0,1120.0,-0.025,3.0,-4.15,0.000548,0.0805,3.0,18.8
18237,29.7,325.0,0.0733,327.0,1280.0,0.025,3.0,6.72,5.63e-05,0.101,3.0,31.3
12313,27.5,326.0,0.0936,327.0,1830.0,0.0,3.0,-1.94,0.000597,0.0385,3.0,-31.3
22159,29.5,326.0,0.0995,327.0,-796.0,0.0,2.5,4.01,0.000641,0.0828,3.0,-43.8
1959,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,-4.22,0.0,2.69e-19,50.0,0.0
5527,27.7,324.0,0.105,325.0,-394.0,0.025,4.0,-8.25,0.000602,0.144,6.0,22.98
2464,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.592,-3.79e-07,2.68e-19,50.0,0.0
17457,28.7,326.0,0.0974,327.0,1780.0,0.0,3.0,-5.23,0.000564,0.0922,3.0,-43.8
9983,27.5,325.0,0.0849,327.0,-897.0,0.0,4.0,-5.24,0.000528,0.0904,3.0,-25.0
3865,55.5,328.0,0.0446,329.0,1550.0,0.0,3.0,2.23,6.35e-06,0.0323,50.0,-18.8
24107,29.7,326.0,0.0999,327.0,-1740.0,0.0,2.5,-4.78,0.000591,0.0975,3.0,22.81
22684,28.5,326.0,0.0979,327.0,570.0,0.025,2.5,-7.53,0.000545,0.129,3.0,-9.129999999999999
19416,28.7,326.0,0.0392,327.0,607.0,0.0,3.0,-7.78,-1.14e-05,0.134,6.0,0.0
15072,28.7,326.0,0.105,327.0,-1290.0,0.025,4.0,0.711,0.000691,0.0255,3.0,0.0
10309,27.5,326.0,0.0735,327.0,1750.0,0.0,4.0,8.08,0.000127,0.116,3.0,-6.8100000000000005
15249,28.7,325.0,0.0704,327.0,-1120.0,0.0,4.0,0.668,0.000454,0.0227,3.0,0.0
17159,28.7,325.0,0.0491,327.0,128.0,0.0,3.0,4.93,1.47e-05,0.0905,3.0,5.952
19796,55.7,328.0,0.0388,330.0,-927.0,0.0,3.0,1.6,-2.24e-05,0.0362,50.0,0.0
